company,legal_name,dba_name,email,phone,city,state,zip,address,usdot,power_units,truck_units,metro,nearest_hub,mi_nearest,mi_sac,mi_oak,lat,lng,carrier_operation,classdef,safer_url,source
NICK NIMMO HAY INC,NICK NIMMO HAY INC,,valleyagricultureoperations@gmail.com,2097454712,GALT,CA,95632,12651 E STOCKTON BLVD,432936,11,11,Sacramento,Sacramento,24.7,24.7,63.9,38.27445,-121.2592,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=432936,fmcsa_census_az4n-8mr2
MCCORKLE TRUCKING,MCCORKLE FARMS INC,MCCORKLE TRUCKING,mccorklefarmsinc@gmail.com,5309343531,GLENN,CA,95943,2470 COUNTY ROAD WW,433119,28,28,Sacramento,Sacramento,75.1,75.1,123.7,39.58481,-122.0323,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=433119,fmcsa_census_az4n-8mr2
MUTUAL EXPRESS COMPANY,MUTUAL EXPRESS COMPANY,,hiko@mutualexpress.com,5104651711,OAKLAND,CA,94607,1700 WEST GRAND AVE,433293,14,14,Bay,Oakland,1.7,69.2,1.7,37.80721,-122.3015,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=433293,fmcsa_census_az4n-8mr2
RED TRUCK LINES INC,RED TRUCK LINES INC,,redtrucklines@gmail.com,2097432393,SMARTSVILLE,CA,95977,10178 LOGUE LANE,433297,2,2,Sacramento,Sacramento,42.5,42.5,108.6,39.17659,-121.29169,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=433297,fmcsa_census_az4n-8mr2
J M & R TRUCKING,MICHAEL R RUSSELL,J M & R TRUCKING,jmnrtrk@yahoo.com,5105686500,LEANDRO,CA,94577,554 HARLAN ST,435862,2,2,Bay,Oakland,8.5,70.3,8.5,37.71328,-122.16735,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=435862,fmcsa_census_az4n-8mr2
GSC LOGISTICS INC,GSC LOGISTICS INC,,fhur@gsclogistics.com,5108443700,OAKLAND,CA,94607,530 WATER STREET  5TH FLOOR,436112,2,2,Bay,Oakland,1.7,69.2,1.7,37.80721,-122.3015,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=436112,fmcsa_census_az4n-8mr2
SENSIENT NATURAL INGREDIENTS LLC,SENSIENT NATURAL INGREDIENTS LLC,,samuel.oeser@sensient.com,2096467739,TURLOCK,CA,95380,151 SOUTH WALNUT STREET,436417,2,2,Stockton,Oakland,79.7,83.6,79.7,37.4744,-120.87592,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=436417,fmcsa_census_az4n-8mr2
RAMAR FOODS,RAMAR INTERNATIONAL FOODS CORP,RAMAR FOODS,calvinb@ramarfoods.com,9254399009,PITTSBURG,CA,94565,1101 RAILROAD LANE,437118,18,18,Bay,Oakland,24.6,45.1,24.6,38.01458,-121.90626,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=437118,fmcsa_census_az4n-8mr2
IDEALEASE OF STOCKTON,INTERSTATE TRUCK CENTER LLC,IDEALEASE OF STOCKTON,mbuller@itctrucks.com,2099440909,STOCKTON,CA,95215,2110 S SINCLAIR,437459,71,71,Stockton,Sacramento,47.4,47.4,61.6,37.94942,-121.15728,A,OTHER-RENTAL/LEASING,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=437459,fmcsa_census_az4n-8mr2
GILLIES TRUCKING INC,GILLIES TRUCKING INC,,rosalind@gilliestrucking.com,2099486268,STOCKTON,CA,95205,3931 NEWTON ROAD,438076,26,26,Stockton,Sacramento,44.5,44.5,56.3,37.96458,-121.25984,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=438076,fmcsa_census_az4n-8mr2
WATERS WATER TRUCKS,DAVID L & MARTI L WATERS,WATERS WATER TRUCKS,watertrucks@sbcglobal.net,5305877994,TRUCKEE,CA,96161,10626 INDIAN PINE ROAD,438092,2,2,Sacramento,Sacramento,85.6,85.6,152.6,39.31309,-120.20778,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=438092,fmcsa_census_az4n-8mr2
GOLDEN STATE LUMBER,GOLDEN STATE LUMBER INC,GOLDEN STATE LUMBER,bdeering@goldenstatelumber.com,7072064100,PETALUMA,CA,94952,855 LAKEVILLE ST STE 200,438620,99,99,Bay,Oakland,39.9,72.6,39.9,38.23455,-122.76038,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=438620,fmcsa_census_az4n-8mr2
DENNIS FLOYD TRUCKING COMPANY INC,DENNIS FLOYD TRUCKING COMPANY INC,,barbara@dennisfloydtrucking.com,7075441747,SANTA ROSA,CA,95401,860 IRWIN LANE,440015,2,2,Bay,Oakland,52.8,70.8,52.8,38.44914,-122.79375,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=440015,fmcsa_census_az4n-8mr2
INDUSTRIAL DRAYAGE INC,INDUSTRIAL DRAYAGE INC,,orindalinda@aol.com,5108480400,ORINDA,CA,94563,28 EASTWOOD DR,440214,7,7,Bay,Oakland,7.0,61.3,7.0,37.87992,-122.18457,C,"PRIVATE PASSENGER, BUSINESS;PRIVATE PASSENGER, NON-BUSINESS;AUTHORIZED FOR HIRE",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=440214,fmcsa_census_az4n-8mr2
DMO TRANSPORTATION INC,DMO TRANSPORTATION INC,,dmog@aol.com,7078368996,WINDSOR,CA,95492,1230 SHILOH ROAD,443002,4,4,Bay,Oakland,58.3,71.8,58.3,38.52808,-122.82135,B,OTHER-UNKNOWN;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=443002,fmcsa_census_az4n-8mr2
DIVERSIFIED RECLAMATION SERVICES INC,DIVERSIFIED RECLAMATION SERVICES INC,,drstrucking15@gmail.com,4082025937,ALVISO,CA,95002,1341 ARCHER STREET,443719,6,6,Bay,Oakland,29.0,83.8,29.0,37.43867,-122.01158,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=443719,fmcsa_census_az4n-8mr2
THE PRODUCE EXCHANGE INC,THE PRODUCE EXCHANGE INC,,paul.keating@lipmanfamilyfarms.com,,LIVERMORE,CA,94551,7407 SOUTHFRONT RD,444649,10,10,Bay,Oakland,28.8,59.1,28.8,37.7505,-121.74905,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=444649,fmcsa_census_az4n-8mr2
PATTERSON HEAVY HAUL INC,PATTERSON HEAVY HAUL INC,,slp.patterson@gmail.com,2093273428,LINDEN,CA,95236,19160 STATE RTE 26,445094,2,2,Sacramento,Sacramento,45.9,45.9,69.7,38.02973,-121.02389,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=445094,fmcsa_census_az4n-8mr2
AUTO CHLOR SYSTEM,AUTO CHLOR SYSTEM OF WASHINGTON INC,AUTO CHLOR SYSTEM,eddy@autochlor.com,6506973085,MOUNTAIN VIEW,CA,94043,450 FERGUSON DRIVE,447964,57,57,Bay,Oakland,29.1,86.6,29.1,37.41403,-122.07068,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=447964,fmcsa_census_az4n-8mr2
L B LIGHTS WEST INC,L B LIGHTS WEST INC,,victor@lblwpro.com,2093330996,LODI,CA,95240,2488 MAGGIO CIRCLE,448517,3,3,Stockton,Sacramento,37.4,37.4,65.0,38.11439,-121.14466,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=448517,fmcsa_census_az4n-8mr2
SIERRA NEVADA BREWING CO INC,SIERRA NEVADA BREWING CO INC,,bvarner@sierranevada.com,5308933520,CHICO,CA,95928,1075 E 20TH ST,448708,17,17,Sacramento,Sacramento,78.6,78.6,132.0,39.68571,-121.84408,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=448708,fmcsa_census_az4n-8mr2
MALIBU BOATS LLC,MALIBU BOATS LLC,,mandyb@malibuboats.com,2094319074,MERCED,CA,95341,1 MALIBU CT,452990,2,2,Stockton,Oakland,104.8,107.9,104.8,37.23105,-120.50107,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=452990,fmcsa_census_az4n-8mr2
HILLTOP RANCH INC,HILLTOP RANCH,HILLTOP RANCH INC,randy.meza@hilltopranch.com,2098741875,BALLICO,CA,95303,13890 LOONEY RD,453822,20,20,Sacramento,Sacramento,88.9,88.9,90.5,37.47029,-120.67108,C,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=453822,fmcsa_census_az4n-8mr2
CUMPTON TRUCKING INC,CUMPTON TRUCKING INC,,wendy@cumptontrucking.com,5306048252,RED BLUFF,CA,96080,13565 HIGHWAY 36 EAST,454921,8,8,Sacramento,Sacramento,120.2,120.2,164.4,40.18189,-122.3771,A,AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=454921,fmcsa_census_az4n-8mr2
RECOATING WEST INC,RECOATING WEST INC,,brian@recoatingwest.com,9166528290,SACRAMENTO,CA,95811,1317 NORTH B ST,455334,4,4,Sacramento,Sacramento,0.9,0.9,68.9,38.58323,-121.4781,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=455334,fmcsa_census_az4n-8mr2
P J HELICOPTERS INC,P J HELICOPTERS INC,,fuel@pjhelicopters.com,5305275059,RED BLUFF,CA,96080,903 LANGLEY WAY,456377,46,29,Sacramento,Sacramento,120.2,120.2,164.4,40.18189,-122.3771,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=456377,fmcsa_census_az4n-8mr2
SAXCO INTERNATIONAL LLC,SAXCO INTERNATIONAL LLC,,jhorton@saxco.com,7073243680,FAIRFIELD,CA,94520,2975 CORDELIA ROAD,457047,20,20,Bay,Oakland,18.2,50.2,18.2,37.99529,-122.04063,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=457047,fmcsa_census_az4n-8mr2
RAMOS ENVIR0NMENTAL SERVICES,RAMOS OIL RECYCLERS INC,RAMOS ENVIR0NMENTAL SERVICES,johnv@ramosenv.com,9163715747,WEST SACRAMENTO,CA,95691,1515 SOUTH RIVER ROAD,457908,11,5,Sacramento,Sacramento,6.2,6.2,67.8,38.62795,-121.59329,B,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=457908,fmcsa_census_az4n-8mr2
STEVE E PARK APIARIES INC,STEVE E PARK APIARIES INC,,stevepark@frontiernet.net,5305493500,PALO CEDRO,CA,96073,11226 DESCHUTES RD,458289,2,2,Sacramento,Sacramento,144.5,144.5,193.4,40.60307,-122.18666,A,OTHER-APIARY EQUIPMENT;PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=458289,fmcsa_census_az4n-8mr2
BRENT REDMOND TRANSPORTATION INC,BRENT REDMOND TRANSPORTATION INC,,elena@brentredmond.com,,HOLLISTER,CA,95023,1800 LANA WAY,458298,31,31,Bay,Oakland,80.3,116.3,80.3,36.90205,-121.35078,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=458298,fmcsa_census_az4n-8mr2
S D SEIFERT COMPANY INC,S D SEIFERT COMPANY INC,,sdseifertco@yahoo.com,2093670850,ACAMPO,CA,95220,9450 E COLLIER RD,458856,4,4,Sacramento,Sacramento,29.9,29.9,62.7,38.20023,-121.23503,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=458856,fmcsa_census_az4n-8mr2
MEE'S MOVING & STORAGE INC,MEE'S MOVING & STORAGE INC,,wbrown@meemoving.com,9166358262,RANCHO CORDOVA,CA,95742,2561 GRENNAN CT,460965,4,4,Sacramento,Sacramento,15.8,15.8,78.9,38.57778,-121.20179,C,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=460965,fmcsa_census_az4n-8mr2
AUTO CARE TOWING AND LIVING THE DREAM RACING,KJRB INC,AUTO CARE TOWING AND LIVING THE DREAM RACING,autocaretowing@aol.com,8317280384,WATSONVILLE,CA,95076,250 KEARNEY EXT,462694,22,22,Bay,Oakland,65.7,113.9,65.7,36.94626,-121.75648,C,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=462694,fmcsa_census_az4n-8mr2
SITE CONSTRUCTORS INC,SITE CONSTRUCTORS INC,,sburt@siteconstructors.net,5303428545,CHICO,CA,95973,55 INDEPENDENCE CIR STE 105,463172,5,4,Sacramento,Sacramento,92.4,92.4,146.1,39.89162,-121.84198,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=463172,fmcsa_census_az4n-8mr2
ALMAR TRUCKING CO INC,ALMAR TRUCKING CO INC,,marcia@almartrucking.com,9165012712,SAN FRANCISCO,CA,94112,5656 MISSION STREET,465250,3,3,Bay,Oakland,11.0,78.7,11.0,37.72037,-122.44295,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=465250,fmcsa_census_az4n-8mr2
KRISTIN CONSTRUCTION,KRISTIN CONSTRUCTION,,jjtn888@aol.com,7757717000,FAIRFIELD,CA,94534,1781 AUTUMN MEADOW,465607,2,2,Bay,Oakland,31.3,41.8,31.3,38.24484,-122.13586,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=465607,fmcsa_census_az4n-8mr2
RAPID COURIER AND FREIGHT INC,RAPID COURIER AND FREIGHT INC,,aheath@rfilogistics.com,9163875505,SACRAMENTO,CA,95828,8760 YOUNGER CREEK DRIVE,468314,8,8,Sacramento,Sacramento,8.3,8.3,67.1,38.48881,-121.39584,B,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=468314,fmcsa_census_az4n-8mr2
CAPITOL SAND & GRAVEL CO,CAPITOL SAND & GRAVEL CO,,capsandgravel@yahoo.com,9163612760,SACRAMENTO,CA,95826,9350 JACKSON RD,469059,48,48,Sacramento,Sacramento,6.8,6.8,70.5,38.54375,-121.37769,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=469059,fmcsa_census_az4n-8mr2
CELL ENERGY INC,CELL ENERGY INC,,tony@cellenergy.com,9164847974,NORTH HIGHLANDS,CA,95660,3190 ORANGE  GROVE AVENUE,469307,2,2,Sacramento,Sacramento,9.1,9.1,77.4,38.67854,-121.37997,B,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=469307,fmcsa_census_az4n-8mr2
STYLE N COMFORT LIMOUSINE SERVICE,LINDA BOSCHE,STYLE N COMFORT LIMOUSINE SERVICE,info@snclimos.com,7075783001,SANTA ROSA,CA,95403,105 EAST SHILOH RD,470838,5,0,Bay,Oakland,55.0,68.3,55.0,38.50368,-122.75406,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=470838,fmcsa_census_az4n-8mr2
BASRA TRUCKING INC,BASRA TRUCKING INC,,jessebasra@comcast.net,5306732630,YUBA CITY,CA,95991,1104 OSWALD RD,471198,5,5,Sacramento,Sacramento,29.0,29.0,90.0,38.99419,-121.59459,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=471198,fmcsa_census_az4n-8mr2
PROMPT SHIPPERS INC,PROMPT SHIPPERS INC,,sbrady2@comcast.net,8008484128,STOCKTON,CA,95206,2414 S CALIFORNIA ST,472103,2,2,Stockton,Sacramento,46.0,46.0,47.2,37.91885,-121.41743,A,OTHER-DOD FAK ;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=472103,fmcsa_census_az4n-8mr2
LASSEN FOREST PRODUCTS INC,LASSEN FOREST PRODUCTS INC,,admin@lassenforest.com,5305277677,RED BLUFF,CA,96080,22829 CASALE RD,472923,20,20,Sacramento,Sacramento,120.2,120.2,164.4,40.18189,-122.3771,A,EXEMPT FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=472923,fmcsa_census_az4n-8mr2
LATHROP WOODWORKS,LATHROP WOODWORKS,,lathropwoodworks@verizon.net,2098584173,LATHROP,CA,95330,"16175 MCKINLEY AVE, LATHROP, CA",475062,4,4,Bay,Oakland,52.3,54.3,52.3,37.80891,-121.31264,A,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=475062,fmcsa_census_az4n-8mr2
CHRISTOPHER RANCH LLC,CHRISTOPHER RANCH LLC,,mikedelia@christopherranch.com,4088489283,GILROY,CA,95020,305 BLOOMFIELD AVE,476995,9,9,San Jose,Oakland,67.1,108.1,67.1,37.01842,-121.55425,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=476995,fmcsa_census_az4n-8mr2
CANYON ROCK CO INC,CANYON ROCK CO INC,,almercado@canyonrockinc.com,7078872207,FORESTVILLE,CA,95436,7525 HIGHWAY 116,479638,16,16,Bay,Oakland,58.4,76.6,58.4,38.48682,-122.90562,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=479638,fmcsa_census_az4n-8mr2
GENENTECH INC,GENENTECH INC,,nguyen.ruth@gene.com,8184422613,SOUTH SAN FRANCISCO,CA,94080,1 DNA WAY,481510,14,14,Bay,Oakland,13.2,81.5,13.2,37.65549,-122.42208,B,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=481510,fmcsa_census_az4n-8mr2
CLAUSS EXCAVATION INC,CLAUSS EXCAVATION INC,,claussexc@gmail.com,5305815051,TAHOE CITY,CA,96145,1877B N LAKE BLVD,482719,3,3,Sacramento,Sacramento,81.3,81.3,146.7,39.14829,-120.17092,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=482719,fmcsa_census_az4n-8mr2
GRIFFIN EXPRESS INC,GRIFFIN EXPRESS INC,,griffin_rick@comcast.net,5307519424,YUBA CITY,CA,95993,1527 STARR DR Q,483799,12,12,Sacramento,Sacramento,36.0,36.0,93.9,39.0825,-121.68011,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=483799,fmcsa_census_az4n-8mr2
GALLO VINEYARDS INC,GALLO VINEYARDS INC,,mark.broome@ejgallo.com,2093414345,HEALDSBURG,CA,95448,3387 DRY CREEK ROAD,483979,20,19,Bay,Oakland,65.8,75.4,65.8,38.62298,-122.88912,B,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=483979,fmcsa_census_az4n-8mr2
SIERRA SELECT DISTRIBUTORS INC,SIERRA SELECT DISTRIBUTORS INC,,sllorente@sierraselect.com,9164839295,NORTH HIGHLANDS,CA,95660,4320 ROSEVILLE RD,485486,2,2,Sacramento,Sacramento,9.1,9.1,77.4,38.67854,-121.37997,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=485486,fmcsa_census_az4n-8mr2
REDWOOD COAST PETROLEUM,REDWOOD COAST PETROLEUM,,gtaylor@rcpetrol.com,7075460766,SANTA ROSA,CA,95404,455 YOLANDA AVE,485731,24,12,Bay,Oakland,54.8,64.7,54.8,38.52573,-122.69044,B,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=485731,fmcsa_census_az4n-8mr2
CALDOOR,CAL DOOR AND DRAWER,CALDOOR,isaac@caldoor.com,4087825740,SALINAS,CA,93901,1800 ABBOTTS ST,489838,13,13,Bay,Oakland,88.2,134.6,88.2,36.63634,-121.62398,A,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=489838,fmcsa_census_az4n-8mr2
WESTERN PACIFIC TRUCK SCHOOL,NORDIC ENTERPRISES INC,WESTERN PACIFIC TRUCK SCHOOL,accounting@wptruckschool.com,2094721500,STOCKTON,CA,95207,2119 W MARCH LANE STE A,490242,10,10,Stockton,Sacramento,41.1,41.1,53.4,38.00212,-121.32498,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=490242,fmcsa_census_az4n-8mr2
BUTTON TRANSPORTATION INC,BUTTON TRANSPORTATION INC,,cesar@buttontrans.com,7076781983,DIXON,CA,95620,7000 BUTTON LANE,493263,105,105,Sacramento,Sacramento,18.4,18.4,50.5,38.41262,-121.75622,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=493263,fmcsa_census_az4n-8mr2
CALIFORNIA FREIGHT SALES,SANDAIR CORPORATION,CALIFORNIA FREIGHT SALES,compliance@calfreight.com,2095995000,RIPON,CA,95366,805 S LOCUST AVE,493750,486,452,Sacramento,Sacramento,60.0,60.0,62.6,37.76277,-121.12528,A,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=493750,fmcsa_census_az4n-8mr2
NEILSEN RANCH,NEILSEN RANCH PARTNERSHIP,NEILSEN RANCH,carolyn3097@gmail.com,5306221471,EL DORADO,CA,95623,6900 NEILSEN RANCH RD,494366,2,2,Sacramento,Sacramento,34.5,34.5,94.6,38.6036,-120.85703,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=494366,fmcsa_census_az4n-8mr2
A & J TRANSPORTATION,A & J TRANSPORTATION,,gpeter@ajttransportation.com,6503421916,HAYWARD,CA,94545,24219 CLAWITER ROAD,494374,2,2,Bay,Oakland,15.8,75.7,15.8,37.6059,-122.12687,C,AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=494374,fmcsa_census_az4n-8mr2
TERA-LITE INC,TERA-LITE INC,,darrell@teralite.com,4082888655,SAN JOSE,CA,95110,1616 POMONA AVENUE,496655,14,14,San Jose,Oakland,37.3,88.3,37.3,37.34651,-121.9098,C,PRIVATE PROPERTY,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=496655,fmcsa_census_az4n-8mr2
JOE M GOMES & SONS INC,JOE M GOMES & SONS INC,,billing@gomespetro.com,2096323111,TURLOCK,CA,95380,725 N TULLY RD,497043,13,5,Stockton,Oakland,79.7,83.6,79.7,37.4744,-120.87592,C,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=497043,fmcsa_census_az4n-8mr2
